#id	rank	argument
33757	0.00455	There's no reason at all why anyone could say IE is better. Firefox is proven to be safer, faster, and sleeker. You can customize it to look any way you want, and you can add any functionality you can think of. It even has a more original name!
469	0.00870	Since when is Firefox an Apple fad? There have been more Windows than Mac Firefox downloads since day one. <br/> If you are "original and free minded" then why do you use the browser with a 58.6% market share? How is using the browser everyone else does "original"? <br/> It's not even worth rebutting the second paragraph of your argument, as it doesn't contain a single fact and really isn't even an argument either.
451	0.11748	Firefox is wayyyyy better that's all I have to say. <br/> Go figure why
394	0.11601	i love firefox and defended it, but what is odd is that this site is breaking in it.
33905	0.00819	Hell, I'm using Firefox right now. Plus Firefox makes searching the internet relatively easier than using internet explore.
468	0.00562	Firefox has the user made extensions which cater for the user based community therefore it wins
438	0.00530	Honestly, firefox just works better. The tabbed interface, the lack of activeX, RSS support, what's not to love. Internet is trying to still catch up to firefox imho.
423	0.01185	The fact that the only reasonable argument IE users have is that they are cooler or get laid more only proves even more that firefox is better.
403	0.01106	at least Firefox is not a copycat like internet explorer 7, who copied Firefox on the tabs.
458	0.00455	Mozilla Firefox can be used for everything! There are also plugins so that you can use the internet explorer engine in the firefox shell. It has many more plugins and the themes are a nice feature. all of the innovations in E 7.0 were in firefox years ago.
434	0.00607	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! <br/> BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.
54401	0.00856	FireFox Is The Best! I Know Because I Have It! The Only Reason More People Use IE Is Becuse It Is the Default Browser For most Comps. I Bet 90% Of The IE Supporters have only know that single browser.
474	0.01396	IE sucks and makes development harder, i just can't dig doing separate stylesheets for IE
389	0.00671	Firefox is more respectful of W3C internet standards while  soft sucks by trying to force us to use their own standards to keep their monopoly.
472	0.01248	one feature that closed the deal is TABS... look what IE copied in version 7....
43534	0.00484	Mozilla Firefox is better than Internet Explorer because it alerts you that it has blocked pop-ups and automatically updates the older version to the latest version along with a google toolbar and it downloads very quickly
413	0.00582	Internet Explorer sucks extreme memory when running multiple tabs, and more than Firefox. And probably more; it could spawn multiple SVCHOST.exe instances and use those as a blind.
471	0.01023	You are asked before anything is installed for the browser. <br/> In IE random toolbars appear from nowhere
