#id	label	a1	a2
arg219200_arg219242	a1	can be recycled to make other things. like more water bottles. it also makes the water companys rich. theyre not expensive, its like 3 bucks for one of those big packs at shaws. that will keep you un-thirsty for a couple weeks for pocket change.	We will be able to ban water bottles until we get out of this recession!
arg219291_arg219203	a2	craig is a hypocryte with bottled water and should not be taken seriously	The American Water companies are Aquafina (Pepsi), Dasani (Coke), Perrier (Nestle) which provide jobs for the american citizens,
arg219226_arg219258	a2	AS long as people recycle the evironment, the water bottles are thrown and poluted. Its not the water companies fault.	Banning bottled water would hurt the economy because it would leave hundreds of people without jobs and the big corporations like Dasani and Nestle would loose millions of dollars. It would hurt the economy severely. Millions of Americans use and purchase water bottle everyday so, banning them would only hurt big corporations. <br/> http://www.nestlewaterscorporate.com/bottled_water_things_to_know/
arg219291_arg219200	a2	craig is a hypocryte with bottled water and should not be taken seriously	can be recycled to make other things. like more water bottles. it also makes the water companys rich. theyre not expensive, its like 3 bucks for one of those big packs at shaws. that will keep you un-thirsty for a couple weeks for pocket change.
arg219291_arg219293	a2	craig is a hypocryte with bottled water and should not be taken seriously	Most Americans on average recycle 86-88% of there bottle waters. That is more than half! So stop complaining that we dont recycle because we do! <br/> http://www.treehugger.com/culture/23-percent-of-americans-donatmt-recycle.html
arg219245_arg219291	a1	U.S. alone grew by over 13%. According to research and consulting done by the Beverage Marketing Corporation, the global bottled water industry has exploded to over $35 billion. Americans alone paid $7.7 billion for bottled water in 2002. In 2001, for example globally bottled water companies produced over 130,000 million liters of water. This produced roughly 35,000 million dollars in revenue for the world's thousands of bottled water companies in 2001.	craig is a hypocryte with bottled water and should not be taken seriously
arg219259_arg219291	a1	Bottled water is somewhat less likely to be found in developing countries, where public water is least safe to drink. Many government programs regularly disperse bottled water for various reasons. Distributing small bottles of water is much easier than distributing large bulk storages of water. Also contamination from large water storage containers is much more likely than from single 12-20 ounce bottles of water.	craig is a hypocryte with bottled water and should not be taken seriously
arg219201_arg219284	a1	bottled water is not bad for the world because after youre done drinking your bottle of water you can re-use it several times to have serval bottles of water using less plastic. plastic is also recyclable and can make new objects such as more plastic bottles so technically you can re-use and re-use the same plastic bottle over and over again. it will not be bad for the economy if we figure out how to reuse properly.	God created water bottles for a reason. Because its good.
arg219207_arg219276	a1	Bottled water consumption has grown exponentially over the past ten to fifteen years. This growth has taken place globally, but particularly in Europe and North America. The bottled water industry has literally created its own water culture which is good for american industries.	When the most interesting man on the world is not drinking Dos equis, hes drinking bottled water.
arg219250_arg219198	a2	it is true that bottled water is a waste, but bottles can be reused!	why would we ban a product that more than a million people buy when we are in the middle of a recession?
arg219209_arg219293	a2	there aint no sunshine without plastic water bottles. only darkness everyday.	Most Americans on average recycle 86-88% of there bottle waters. That is more than half! So stop complaining that we dont recycle because we do! <br/> http://www.treehugger.com/culture/23-percent-of-americans-donatmt-recycle.html
arg219258_arg219268	a1	Banning bottled water would hurt the economy because it would leave hundreds of people without jobs and the big corporations like Dasani and Nestle would loose millions of dollars. It would hurt the economy severely. Millions of Americans use and purchase water bottle everyday so, banning them would only hurt big corporations. <br/> http://www.nestlewaterscorporate.com/bottled_water_things_to_know/	Plastic is good light weight and a good for ditrabutions.
arg219242_arg219225	a2	We will be able to ban water bottles until we get out of this recession!	Banning plastic bottled water would be a huge mistake in this very moment. More than a million people in the United States purchase bottled water every day which is helping the economy com out of this recession we are in. maybe not in a big way but every kid of help counts! Bottled water also only makes less then 1&#xof; the worlds wastes and can be recycled! According to the National Association for PET Container resources, PET water bottles are no the most recycled container in curb side programs by weight and by number! <br/> http://www.nestlewaterscorporate.com/bottled_water_things_to_know/Video/index.html?@videoList.featured=31101711001
arg219276_arg219225	a2	When the most interesting man on the world is not drinking Dos equis, hes drinking bottled water.	Banning plastic bottled water would be a huge mistake in this very moment. More than a million people in the United States purchase bottled water every day which is helping the economy com out of this recession we are in. maybe not in a big way but every kid of help counts! Bottled water also only makes less then 1&#xof; the worlds wastes and can be recycled! According to the National Association for PET Container resources, PET water bottles are no the most recycled container in curb side programs by weight and by number! <br/> http://www.nestlewaterscorporate.com/bottled_water_things_to_know/Video/index.html?@videoList.featured=31101711001
arg219216_arg219225	a2	The water bottles are a safe source of water and is garentee safety	Banning plastic bottled water would be a huge mistake in this very moment. More than a million people in the United States purchase bottled water every day which is helping the economy com out of this recession we are in. maybe not in a big way but every kid of help counts! Bottled water also only makes less then 1&#xof; the worlds wastes and can be recycled! According to the National Association for PET Container resources, PET water bottles are no the most recycled container in curb side programs by weight and by number! <br/> http://www.nestlewaterscorporate.com/bottled_water_things_to_know/Video/index.html?@videoList.featured=31101711001
arg219203_arg219276	a1	The American Water companies are Aquafina (Pepsi), Dasani (Coke), Perrier (Nestle) which provide jobs for the american citizens,	When the most interesting man on the world is not drinking Dos equis, hes drinking bottled water.
arg219226_arg219206	a2	AS long as people recycle the evironment, the water bottles are thrown and poluted. Its not the water companies fault.	Americans spend billions on bottled water every year. Banning their sale would greatly hurt an already struggling economy. In addition to the actual sale of water bottles, the plastics that they are made out of, and the advertising on both the bottles and packaging are also big business. In addition to this, compostable waters bottle are also coming onto the market, these can be used instead of plastics to eliminate that detriment. Moreover, bottled water not only has a cleaner safety record than municipal water, but it easier to trace when a potential health risk does occur. <br/> (http://www.friendsjournal.org/bottled-water) (http://www.cdc.gov/healthywater/drinking/bottled/)
arg219200_arg219294	a1	can be recycled to make other things. like more water bottles. it also makes the water companys rich. theyre not expensive, its like 3 bucks for one of those big packs at shaws. that will keep you un-thirsty for a couple weeks for pocket change.	If bottled water did not exist, more people would be drinking sweetened liquids becasue it would be the only portable drinks! People would become fat!
arg219268_arg219207	a2	Plastic is good light weight and a good for ditrabutions.	Bottled water consumption has grown exponentially over the past ten to fifteen years. This growth has taken place globally, but particularly in Europe and North America. The bottled water industry has literally created its own water culture which is good for american industries.
arg219244_arg219206	a2	Western Europe consumes almost 50% of the world's bottled water. Many claim that this is due to European culture, since the continent has had very polluted waters due to agriculture and industry dating back to the Industrial Revolution. The water bottles they buy help us.	Americans spend billions on bottled water every year. Banning their sale would greatly hurt an already struggling economy. In addition to the actual sale of water bottles, the plastics that they are made out of, and the advertising on both the bottles and packaging are also big business. In addition to this, compostable waters bottle are also coming onto the market, these can be used instead of plastics to eliminate that detriment. Moreover, bottled water not only has a cleaner safety record than municipal water, but it easier to trace when a potential health risk does occur. <br/> (http://www.friendsjournal.org/bottled-water) (http://www.cdc.gov/healthywater/drinking/bottled/)
arg219258_arg219284	a1	Banning bottled water would hurt the economy because it would leave hundreds of people without jobs and the big corporations like Dasani and Nestle would loose millions of dollars. It would hurt the economy severely. Millions of Americans use and purchase water bottle everyday so, banning them would only hurt big corporations. <br/> http://www.nestlewaterscorporate.com/bottled_water_things_to_know/	God created water bottles for a reason. Because its good.
arg219207_arg219250	a1	Bottled water consumption has grown exponentially over the past ten to fifteen years. This growth has taken place globally, but particularly in Europe and North America. The bottled water industry has literally created its own water culture which is good for american industries.	it is true that bottled water is a waste, but bottles can be reused!
arg219293_arg219250	a1	Most Americans on average recycle 86-88% of there bottle waters. That is more than half! So stop complaining that we dont recycle because we do! <br/> http://www.treehugger.com/culture/23-percent-of-americans-donatmt-recycle.html	it is true that bottled water is a waste, but bottles can be reused!
arg219298_arg219216	a1	"In 2006, the Alliance for a Healthier Generation and the American Beverage Association worked together to develop a set of National School Beverage Guidelines. This was prepared to reduce the calories delivered to schools by beverage companies and in return promote healthier school choices for children. The articles illustrate the program and significant results thus far. Since its inception there has been a 58% cut in total calories contained in all beverages shipped to schools. Further, a survey was taken of parents, pediatricians and family physicians. The highest supported choice for each group was bottled water." (http://www.nikawater.org/bottled-water/ )	The water bottles are a safe source of water and is garentee safety
arg219291_arg219207	a2	craig is a hypocryte with bottled water and should not be taken seriously	Bottled water consumption has grown exponentially over the past ten to fifteen years. This growth has taken place globally, but particularly in Europe and North America. The bottled water industry has literally created its own water culture which is good for american industries.
arg219226_arg219225	a2	AS long as people recycle the evironment, the water bottles are thrown and poluted. Its not the water companies fault.	Banning plastic bottled water would be a huge mistake in this very moment. More than a million people in the United States purchase bottled water every day which is helping the economy com out of this recession we are in. maybe not in a big way but every kid of help counts! Bottled water also only makes less then 1&#xof; the worlds wastes and can be recycled! According to the National Association for PET Container resources, PET water bottles are no the most recycled container in curb side programs by weight and by number! <br/> http://www.nestlewaterscorporate.com/bottled_water_things_to_know/Video/index.html?@videoList.featured=31101711001
arg219206_arg219242	a1	Americans spend billions on bottled water every year. Banning their sale would greatly hurt an already struggling economy. In addition to the actual sale of water bottles, the plastics that they are made out of, and the advertising on both the bottles and packaging are also big business. In addition to this, compostable waters bottle are also coming onto the market, these can be used instead of plastics to eliminate that detriment. Moreover, bottled water not only has a cleaner safety record than municipal water, but it easier to trace when a potential health risk does occur. <br/> (http://www.friendsjournal.org/bottled-water) (http://www.cdc.gov/healthywater/drinking/bottled/)	We will be able to ban water bottles until we get out of this recession!
arg219289_arg219201	a2	I don't know about you guys but water bottles are so convenient to me. What happens when I'm at the beach on a hot summers day and I'm getting all dehydrated and my only option for water is the ocean that I wouldn't drink from..I have two options, pass out from the heat and lack of water and waste the rest of my day sick/in the hospital..or drink out of a WATER BOTTLEE	bottled water is not bad for the world because after youre done drinking your bottle of water you can re-use it several times to have serval bottles of water using less plastic. plastic is also recyclable and can make new objects such as more plastic bottles so technically you can re-use and re-use the same plastic bottle over and over again. it will not be bad for the economy if we figure out how to reuse properly.
arg219258_arg219216	a1	Banning bottled water would hurt the economy because it would leave hundreds of people without jobs and the big corporations like Dasani and Nestle would loose millions of dollars. It would hurt the economy severely. Millions of Americans use and purchase water bottle everyday so, banning them would only hurt big corporations. <br/> http://www.nestlewaterscorporate.com/bottled_water_things_to_know/	The water bottles are a safe source of water and is garentee safety
arg219291_arg219258	a2	craig is a hypocryte with bottled water and should not be taken seriously	Banning bottled water would hurt the economy because it would leave hundreds of people without jobs and the big corporations like Dasani and Nestle would loose millions of dollars. It would hurt the economy severely. Millions of Americans use and purchase water bottle everyday so, banning them would only hurt big corporations. <br/> http://www.nestlewaterscorporate.com/bottled_water_things_to_know/
arg219259_arg219276	a1	Bottled water is somewhat less likely to be found in developing countries, where public water is least safe to drink. Many government programs regularly disperse bottled water for various reasons. Distributing small bottles of water is much easier than distributing large bulk storages of water. Also contamination from large water storage containers is much more likely than from single 12-20 ounce bottles of water.	When the most interesting man on the world is not drinking Dos equis, hes drinking bottled water.
arg219223_arg219258	a2	plastic water bottles all day every day guys, without those we could comfortabley walk around the block with a safe suply of water in our hands	Banning bottled water would hurt the economy because it would leave hundreds of people without jobs and the big corporations like Dasani and Nestle would loose millions of dollars. It would hurt the economy severely. Millions of Americans use and purchase water bottle everyday so, banning them would only hurt big corporations. <br/> http://www.nestlewaterscorporate.com/bottled_water_things_to_know/
arg219200_arg219223	a1	can be recycled to make other things. like more water bottles. it also makes the water companys rich. theyre not expensive, its like 3 bucks for one of those big packs at shaws. that will keep you un-thirsty for a couple weeks for pocket change.	plastic water bottles all day every day guys, without those we could comfortabley walk around the block with a safe suply of water in our hands
arg219291_arg219289	a2	craig is a hypocryte with bottled water and should not be taken seriously	I don't know about you guys but water bottles are so convenient to me. What happens when I'm at the beach on a hot summers day and I'm getting all dehydrated and my only option for water is the ocean that I wouldn't drink from..I have two options, pass out from the heat and lack of water and waste the rest of my day sick/in the hospital..or drink out of a WATER BOTTLEE
arg219276_arg219250	a2	When the most interesting man on the world is not drinking Dos equis, hes drinking bottled water.	it is true that bottled water is a waste, but bottles can be reused!
arg219209_arg219258	a2	there aint no sunshine without plastic water bottles. only darkness everyday.	Banning bottled water would hurt the economy because it would leave hundreds of people without jobs and the big corporations like Dasani and Nestle would loose millions of dollars. It would hurt the economy severely. Millions of Americans use and purchase water bottle everyday so, banning them would only hurt big corporations. <br/> http://www.nestlewaterscorporate.com/bottled_water_things_to_know/
arg219203_arg219237	a1	The American Water companies are Aquafina (Pepsi), Dasani (Coke), Perrier (Nestle) which provide jobs for the american citizens,	jesus loves plastic water bottles, and you cant argue with that logic
arg219289_arg219209	a1	I don't know about you guys but water bottles are so convenient to me. What happens when I'm at the beach on a hot summers day and I'm getting all dehydrated and my only option for water is the ocean that I wouldn't drink from..I have two options, pass out from the heat and lack of water and waste the rest of my day sick/in the hospital..or drink out of a WATER BOTTLEE	there aint no sunshine without plastic water bottles. only darkness everyday.
arg219259_arg219216	a1	Bottled water is somewhat less likely to be found in developing countries, where public water is least safe to drink. Many government programs regularly disperse bottled water for various reasons. Distributing small bottles of water is much easier than distributing large bulk storages of water. Also contamination from large water storage containers is much more likely than from single 12-20 ounce bottles of water.	The water bottles are a safe source of water and is garentee safety
arg219200_arg219245	a2	can be recycled to make other things. like more water bottles. it also makes the water companys rich. theyre not expensive, its like 3 bucks for one of those big packs at shaws. that will keep you un-thirsty for a couple weeks for pocket change.	U.S. alone grew by over 13%. According to research and consulting done by the Beverage Marketing Corporation, the global bottled water industry has exploded to over $35 billion. Americans alone paid $7.7 billion for bottled water in 2002. In 2001, for example globally bottled water companies produced over 130,000 million liters of water. This produced roughly 35,000 million dollars in revenue for the world's thousands of bottled water companies in 2001.
arg219250_arg219258	a2	it is true that bottled water is a waste, but bottles can be reused!	Banning bottled water would hurt the economy because it would leave hundreds of people without jobs and the big corporations like Dasani and Nestle would loose millions of dollars. It would hurt the economy severely. Millions of Americans use and purchase water bottle everyday so, banning them would only hurt big corporations. <br/> http://www.nestlewaterscorporate.com/bottled_water_things_to_know/
arg219206_arg219250	a1	Americans spend billions on bottled water every year. Banning their sale would greatly hurt an already struggling economy. In addition to the actual sale of water bottles, the plastics that they are made out of, and the advertising on both the bottles and packaging are also big business. In addition to this, compostable waters bottle are also coming onto the market, these can be used instead of plastics to eliminate that detriment. Moreover, bottled water not only has a cleaner safety record than municipal water, but it easier to trace when a potential health risk does occur. <br/> (http://www.friendsjournal.org/bottled-water) (http://www.cdc.gov/healthywater/drinking/bottled/)	it is true that bottled water is a waste, but bottles can be reused!
arg219291_arg219244	a2	craig is a hypocryte with bottled water and should not be taken seriously	Western Europe consumes almost 50% of the world's bottled water. Many claim that this is due to European culture, since the continent has had very polluted waters due to agriculture and industry dating back to the Industrial Revolution. The water bottles they buy help us.
arg219289_arg219276	a1	I don't know about you guys but water bottles are so convenient to me. What happens when I'm at the beach on a hot summers day and I'm getting all dehydrated and my only option for water is the ocean that I wouldn't drink from..I have two options, pass out from the heat and lack of water and waste the rest of my day sick/in the hospital..or drink out of a WATER BOTTLEE	When the most interesting man on the world is not drinking Dos equis, hes drinking bottled water.
arg219200_arg219237	a1	can be recycled to make other things. like more water bottles. it also makes the water companys rich. theyre not expensive, its like 3 bucks for one of those big packs at shaws. that will keep you un-thirsty for a couple weeks for pocket change.	jesus loves plastic water bottles, and you cant argue with that logic
arg219289_arg219258	a2	I don't know about you guys but water bottles are so convenient to me. What happens when I'm at the beach on a hot summers day and I'm getting all dehydrated and my only option for water is the ocean that I wouldn't drink from..I have two options, pass out from the heat and lack of water and waste the rest of my day sick/in the hospital..or drink out of a WATER BOTTLEE	Banning bottled water would hurt the economy because it would leave hundreds of people without jobs and the big corporations like Dasani and Nestle would loose millions of dollars. It would hurt the economy severely. Millions of Americans use and purchase water bottle everyday so, banning them would only hurt big corporations. <br/> http://www.nestlewaterscorporate.com/bottled_water_things_to_know/
arg219207_arg219245	a2	Bottled water consumption has grown exponentially over the past ten to fifteen years. This growth has taken place globally, but particularly in Europe and North America. The bottled water industry has literally created its own water culture which is good for american industries.	U.S. alone grew by over 13%. According to research and consulting done by the Beverage Marketing Corporation, the global bottled water industry has exploded to over $35 billion. Americans alone paid $7.7 billion for bottled water in 2002. In 2001, for example globally bottled water companies produced over 130,000 million liters of water. This produced roughly 35,000 million dollars in revenue for the world's thousands of bottled water companies in 2001.
arg219268_arg219225	a2	Plastic is good light weight and a good for ditrabutions.	Banning plastic bottled water would be a huge mistake in this very moment. More than a million people in the United States purchase bottled water every day which is helping the economy com out of this recession we are in. maybe not in a big way but every kid of help counts! Bottled water also only makes less then 1&#xof; the worlds wastes and can be recycled! According to the National Association for PET Container resources, PET water bottles are no the most recycled container in curb side programs by weight and by number! <br/> http://www.nestlewaterscorporate.com/bottled_water_things_to_know/Video/index.html?@videoList.featured=31101711001
arg219206_arg219276	a1	Americans spend billions on bottled water every year. Banning their sale would greatly hurt an already struggling economy. In addition to the actual sale of water bottles, the plastics that they are made out of, and the advertising on both the bottles and packaging are also big business. In addition to this, compostable waters bottle are also coming onto the market, these can be used instead of plastics to eliminate that detriment. Moreover, bottled water not only has a cleaner safety record than municipal water, but it easier to trace when a potential health risk does occur. <br/> (http://www.friendsjournal.org/bottled-water) (http://www.cdc.gov/healthywater/drinking/bottled/)	When the most interesting man on the world is not drinking Dos equis, hes drinking bottled water.
arg219209_arg219203	a2	there aint no sunshine without plastic water bottles. only darkness everyday.	The American Water companies are Aquafina (Pepsi), Dasani (Coke), Perrier (Nestle) which provide jobs for the american citizens,
arg219223_arg219293	a2	plastic water bottles all day every day guys, without those we could comfortabley walk around the block with a safe suply of water in our hands	Most Americans on average recycle 86-88% of there bottle waters. That is more than half! So stop complaining that we dont recycle because we do! <br/> http://www.treehugger.com/culture/23-percent-of-americans-donatmt-recycle.html
arg219242_arg219245	a2	We will be able to ban water bottles until we get out of this recession!	U.S. alone grew by over 13%. According to research and consulting done by the Beverage Marketing Corporation, the global bottled water industry has exploded to over $35 billion. Americans alone paid $7.7 billion for bottled water in 2002. In 2001, for example globally bottled water companies produced over 130,000 million liters of water. This produced roughly 35,000 million dollars in revenue for the world's thousands of bottled water companies in 2001.
arg219237_arg219258	a2	jesus loves plastic water bottles, and you cant argue with that logic	Banning bottled water would hurt the economy because it would leave hundreds of people without jobs and the big corporations like Dasani and Nestle would loose millions of dollars. It would hurt the economy severely. Millions of Americans use and purchase water bottle everyday so, banning them would only hurt big corporations. <br/> http://www.nestlewaterscorporate.com/bottled_water_things_to_know/
arg219209_arg219206	a2	there aint no sunshine without plastic water bottles. only darkness everyday.	Americans spend billions on bottled water every year. Banning their sale would greatly hurt an already struggling economy. In addition to the actual sale of water bottles, the plastics that they are made out of, and the advertising on both the bottles and packaging are also big business. In addition to this, compostable waters bottle are also coming onto the market, these can be used instead of plastics to eliminate that detriment. Moreover, bottled water not only has a cleaner safety record than municipal water, but it easier to trace when a potential health risk does occur. <br/> (http://www.friendsjournal.org/bottled-water) (http://www.cdc.gov/healthywater/drinking/bottled/)
arg219209_arg219245	a2	there aint no sunshine without plastic water bottles. only darkness everyday.	U.S. alone grew by over 13%. According to research and consulting done by the Beverage Marketing Corporation, the global bottled water industry has exploded to over $35 billion. Americans alone paid $7.7 billion for bottled water in 2002. In 2001, for example globally bottled water companies produced over 130,000 million liters of water. This produced roughly 35,000 million dollars in revenue for the world's thousands of bottled water companies in 2001.
arg219200_arg219209	a1	can be recycled to make other things. like more water bottles. it also makes the water companys rich. theyre not expensive, its like 3 bucks for one of those big packs at shaws. that will keep you un-thirsty for a couple weeks for pocket change.	there aint no sunshine without plastic water bottles. only darkness everyday.
arg219245_arg219264	a1	U.S. alone grew by over 13%. According to research and consulting done by the Beverage Marketing Corporation, the global bottled water industry has exploded to over $35 billion. Americans alone paid $7.7 billion for bottled water in 2002. In 2001, for example globally bottled water companies produced over 130,000 million liters of water. This produced roughly 35,000 million dollars in revenue for the world's thousands of bottled water companies in 2001.	"Bottled water is not our biggest problem when it comes to drinking habits. All other beverages consume huge amounts of water and energy during their production processes, which makes their ecological impact far more detrimental than that of bottled water." http://www.democraticunderground.com/discuss/duboard.php?az=view_all&address;=103x347180
arg219226_arg219237	a1	AS long as people recycle the evironment, the water bottles are thrown and poluted. Its not the water companies fault.	jesus loves plastic water bottles, and you cant argue with that logic
arg219237_arg219201	a2	jesus loves plastic water bottles, and you cant argue with that logic	bottled water is not bad for the world because after youre done drinking your bottle of water you can re-use it several times to have serval bottles of water using less plastic. plastic is also recyclable and can make new objects such as more plastic bottles so technically you can re-use and re-use the same plastic bottle over and over again. it will not be bad for the economy if we figure out how to reuse properly.
arg219206_arg219289	a1	Americans spend billions on bottled water every year. Banning their sale would greatly hurt an already struggling economy. In addition to the actual sale of water bottles, the plastics that they are made out of, and the advertising on both the bottles and packaging are also big business. In addition to this, compostable waters bottle are also coming onto the market, these can be used instead of plastics to eliminate that detriment. Moreover, bottled water not only has a cleaner safety record than municipal water, but it easier to trace when a potential health risk does occur. <br/> (http://www.friendsjournal.org/bottled-water) (http://www.cdc.gov/healthywater/drinking/bottled/)	I don't know about you guys but water bottles are so convenient to me. What happens when I'm at the beach on a hot summers day and I'm getting all dehydrated and my only option for water is the ocean that I wouldn't drink from..I have two options, pass out from the heat and lack of water and waste the rest of my day sick/in the hospital..or drink out of a WATER BOTTLEE
arg219206_arg219291	a1	Americans spend billions on bottled water every year. Banning their sale would greatly hurt an already struggling economy. In addition to the actual sale of water bottles, the plastics that they are made out of, and the advertising on both the bottles and packaging are also big business. In addition to this, compostable waters bottle are also coming onto the market, these can be used instead of plastics to eliminate that detriment. Moreover, bottled water not only has a cleaner safety record than municipal water, but it easier to trace when a potential health risk does occur. <br/> (http://www.friendsjournal.org/bottled-water) (http://www.cdc.gov/healthywater/drinking/bottled/)	craig is a hypocryte with bottled water and should not be taken seriously
arg219284_arg219206	a2	God created water bottles for a reason. Because its good.	Americans spend billions on bottled water every year. Banning their sale would greatly hurt an already struggling economy. In addition to the actual sale of water bottles, the plastics that they are made out of, and the advertising on both the bottles and packaging are also big business. In addition to this, compostable waters bottle are also coming onto the market, these can be used instead of plastics to eliminate that detriment. Moreover, bottled water not only has a cleaner safety record than municipal water, but it easier to trace when a potential health risk does occur. <br/> (http://www.friendsjournal.org/bottled-water) (http://www.cdc.gov/healthywater/drinking/bottled/)
arg219245_arg219237	a1	U.S. alone grew by over 13%. According to research and consulting done by the Beverage Marketing Corporation, the global bottled water industry has exploded to over $35 billion. Americans alone paid $7.7 billion for bottled water in 2002. In 2001, for example globally bottled water companies produced over 130,000 million liters of water. This produced roughly 35,000 million dollars in revenue for the world's thousands of bottled water companies in 2001.	jesus loves plastic water bottles, and you cant argue with that logic
arg219245_arg219289	a1	U.S. alone grew by over 13%. According to research and consulting done by the Beverage Marketing Corporation, the global bottled water industry has exploded to over $35 billion. Americans alone paid $7.7 billion for bottled water in 2002. In 2001, for example globally bottled water companies produced over 130,000 million liters of water. This produced roughly 35,000 million dollars in revenue for the world's thousands of bottled water companies in 2001.	I don't know about you guys but water bottles are so convenient to me. What happens when I'm at the beach on a hot summers day and I'm getting all dehydrated and my only option for water is the ocean that I wouldn't drink from..I have two options, pass out from the heat and lack of water and waste the rest of my day sick/in the hospital..or drink out of a WATER BOTTLEE
arg219276_arg219201	a2	When the most interesting man on the world is not drinking Dos equis, hes drinking bottled water.	bottled water is not bad for the world because after youre done drinking your bottle of water you can re-use it several times to have serval bottles of water using less plastic. plastic is also recyclable and can make new objects such as more plastic bottles so technically you can re-use and re-use the same plastic bottle over and over again. it will not be bad for the economy if we figure out how to reuse properly.
arg219207_arg219226	a1	Bottled water consumption has grown exponentially over the past ten to fifteen years. This growth has taken place globally, but particularly in Europe and North America. The bottled water industry has literally created its own water culture which is good for american industries.	AS long as people recycle the evironment, the water bottles are thrown and poluted. Its not the water companies fault.
arg219245_arg219268	a1	U.S. alone grew by over 13%. According to research and consulting done by the Beverage Marketing Corporation, the global bottled water industry has exploded to over $35 billion. Americans alone paid $7.7 billion for bottled water in 2002. In 2001, for example globally bottled water companies produced over 130,000 million liters of water. This produced roughly 35,000 million dollars in revenue for the world's thousands of bottled water companies in 2001.	Plastic is good light weight and a good for ditrabutions.
arg219203_arg219242	a1	The American Water companies are Aquafina (Pepsi), Dasani (Coke), Perrier (Nestle) which provide jobs for the american citizens,	We will be able to ban water bottles until we get out of this recession!
