#id	label	a1	a2
arg334922_arg334898	a2	I say yes because children are getting more and more violent and they need to get discipline if they decide to act up.	I think parents should use spanking as an option to discipline but there is also a limit for everything so they shouldn't use it every time the kids do something wrong.
arg336563_arg334932	a2	Yes because that way the child can learn not to do it again because it really hurt, and i know this from experience.	Yes, because 1 getting hit helps you be stronger and grow up and 2 it makes you listen , it's not ABUSE it's getting spanked.
arg334898_arg335285	a1	I think parents should use spanking as an option to discipline but there is also a limit for everything so they shouldn't use it every time the kids do something wrong.	spanking is your decision kids can be bad but use it as a last resort
arg335134_arg334884	a2	I believe spanking is a good option to punish a child if nothing else works	I believe so, it should be used as a last resort at least because I being a sibling of three, was spanked along with my sister and turned out to be disciplined and on the other hand our youngest sister has never been spanked and she tends to make more mistakes even now that shes 10 than we did.
arg334884_arg335285	a1	I believe so, it should be used as a last resort at least because I being a sibling of three, was spanked along with my sister and turned out to be disciplined and on the other hand our youngest sister has never been spanked and she tends to make more mistakes even now that shes 10 than we did.	spanking is your decision kids can be bad but use it as a last resort
arg334884_arg334919	a1	I believe so, it should be used as a last resort at least because I being a sibling of three, was spanked along with my sister and turned out to be disciplined and on the other hand our youngest sister has never been spanked and she tends to make more mistakes even now that shes 10 than we did.	spanking can be sometimes good for the child to understand but not to the point where you can hurt and should not be used repeatedly
arg334967_arg335089	a2	I think spanking should be an option. Although I believe it should be an option, I believe it should be a last option.	yes because if they fear getting hit than they wont do it again
arg334920_arg334898	a2	It shouldn't be used constantly but it should be used to get the message across to the child	I think parents should use spanking as an option to discipline but there is also a limit for everything so they shouldn't use it every time the kids do something wrong.
arg336199_arg334884	a2	I agree but it has to be used as the last source and not used constantly and of course not to hard.	I believe so, it should be used as a last resort at least because I being a sibling of three, was spanked along with my sister and turned out to be disciplined and on the other hand our youngest sister has never been spanked and she tends to make more mistakes even now that shes 10 than we did.
arg335090_arg335134	a1	Yes I believe you should spank a child only when they know they are wrong. The child will understand more if he is scared to do the same mistake. Actions speak louder than words.	I believe spanking is a good option to punish a child if nothing else works
arg335034_arg334884	a2	Yes, because they need to learn in a way that they remember that if they do something bad. They will get hit.	I believe so, it should be used as a last resort at least because I being a sibling of three, was spanked along with my sister and turned out to be disciplined and on the other hand our youngest sister has never been spanked and she tends to make more mistakes even now that shes 10 than we did.
arg335097_arg335094	a1	In my opinion, I strongly agree that parents should use spanking as an option to discipline their children because the spankings are painful enough for children to learn to avoid doing the wrong things.	It's ok for the parent to spank the child as long as it's not often or they don't use other things like a belt.
arg334920_arg334938	a2	It shouldn't be used constantly but it should be used to get the message across to the child	After a spanking I made sure I never did it again to avoid being punished because the second time is always worst because you were told not to already.
arg336043_arg334922	a1	I think spanking should be used if it will teach thee child in the long run but each child responds differently to different punishments while one child just telling them no or grounding them will work on another child it may take a spanking to teach them right and wrong.	I say yes because children are getting more and more violent and they need to get discipline if they decide to act up.
arg335089_arg334898	a2	yes because if they fear getting hit than they wont do it again	I think parents should use spanking as an option to discipline but there is also a limit for everything so they shouldn't use it every time the kids do something wrong.
arg334884_arg335090	a1	I believe so, it should be used as a last resort at least because I being a sibling of three, was spanked along with my sister and turned out to be disciplined and on the other hand our youngest sister has never been spanked and she tends to make more mistakes even now that shes 10 than we did.	Yes I believe you should spank a child only when they know they are wrong. The child will understand more if he is scared to do the same mistake. Actions speak louder than words.
arg334967_arg334924	a2	I think spanking should be an option. Although I believe it should be an option, I believe it should be a last option.	because depending on the punishment you give a child it doesn't always work, some kids need need that. because just sitting them in punishment its a possibility they will do it again.
arg334972_arg335094	a1	I believe some parents should spank their kids but only when nessasary because sometimes thats the only way some kids will learn the correct way and listen.	It's ok for the parent to spank the child as long as it's not often or they don't use other things like a belt.
arg334973_arg335047	a2	Yes, parents should use spanking as an option to discipline their children, but it should be the last option.	Parents should use spanking as an option to discipline only when it's needed. If the child doesn't follow the correct behavior that they should follow after several times being warned, then that is when the child deserves a spanking.
arg334921_arg336222	a2	After I was spanked, I never did the same thing twice.. So therefore I would spank my kids, out of love, and on the butt.	Humans have been raised for thousands of years with not near as much resentment towards spanking and today's kids are the unruliest there are... <br/> There's a trend... <br/> (I do admit it's not purely spanking that's the cause but it's a small part of the bigger picture)
arg335097_arg334922	a1	In my opinion, I strongly agree that parents should use spanking as an option to discipline their children because the spankings are painful enough for children to learn to avoid doing the wrong things.	I say yes because children are getting more and more violent and they need to get discipline if they decide to act up.
arg334923_arg335134	a1	I think that children should get spanked once in a while. I got spanked when I was little but I could definitely say that I did learn lessons. Don't spank your kids though with whatever you find, you don't want to kill them !!	I believe spanking is a good option to punish a child if nothing else works
arg334884_arg334973	a1	I believe so, it should be used as a last resort at least because I being a sibling of three, was spanked along with my sister and turned out to be disciplined and on the other hand our youngest sister has never been spanked and she tends to make more mistakes even now that shes 10 than we did.	Yes, parents should use spanking as an option to discipline their children, but it should be the last option.
arg335089_arg335047	a2	yes because if they fear getting hit than they wont do it again	Parents should use spanking as an option to discipline only when it's needed. If the child doesn't follow the correct behavior that they should follow after several times being warned, then that is when the child deserves a spanking.
arg334973_arg334964	a1	Yes, parents should use spanking as an option to discipline their children, but it should be the last option.	I agree because they must understand they where wrong. For their actions, they will receive consequences, and from that they will learn to not do it again.
arg335097_arg335134	a1	In my opinion, I strongly agree that parents should use spanking as an option to discipline their children because the spankings are painful enough for children to learn to avoid doing the wrong things.	I believe spanking is a good option to punish a child if nothing else works
arg334922_arg335054	a2	I say yes because children are getting more and more violent and they need to get discipline if they decide to act up.	I have been spanked once in a while for worse deeds. I think it did more good than harm to be honest. It's like touching fire to be honest, but a lot of it depends on parents and kids. It may do its job it may not, but abuse is never good.
arg335097_arg336222	a1	In my opinion, I strongly agree that parents should use spanking as an option to discipline their children because the spankings are painful enough for children to learn to avoid doing the wrong things.	Humans have been raised for thousands of years with not near as much resentment towards spanking and today's kids are the unruliest there are... <br/> There's a trend... <br/> (I do admit it's not purely spanking that's the cause but it's a small part of the bigger picture)
arg334921_arg336176	a1	After I was spanked, I never did the same thing twice.. So therefore I would spank my kids, out of love, and on the butt.	Yes so they can give the kids a reason not to do it again.
